Census_Region,Census_Region_Code,Ten_Year_Age_Groups,Gender,Gender_Code,Year,Year_Code,Deaths,Population,Crude_Rate
Census Region 3: South,CENS-R3,35-44 years,Male,M,2005,2005,8560,7796129,109.8
Census Region 3: South,CENS-R3,35-44 years,Male,M,2006,2006,8611,7811075,110.2
Census Region 3: South,CENS-R3,35-44 years,Male,M,2007,2007,8777,7800495,112.5
Census Region 3: South,CENS-R3,35-44 years,Male,M,2008,2008,8122,7745833,104.9
Census Region 3: South,CENS-R3,35-44 years,Male,M,2009,2009,8019,7659487,104.7
Census Region 3: South,CENS-R3,35-44 years,Male,M,2010,2010,7639,7607317,100.4
Census Region 3: South,CENS-R3,35-44 years,Male,M,2011,2011,7510,7554441,99.4
Census Region 3: South,CENS-R3,35-44 years,Male,M,2012,2012,7656,7564198,101.2
Census Region 3: South,CENS-R3,35-44 years,Male,M,2013,2013,7471,7575908,98.6
Census Region 3: South,CENS-R3,35-44 years,Male,M,2014,2014,7780,7601831,102.3
Census Region 3: South,CENS-R3,35-44 years,Male,M,2015,2015,8674,7640436,113.5
Census Region 3: South,CENS-R3,35-44 years,Male,M,2016,2016,9818,7647807,128.4
Census Region 3: South,CENS-R3,35-44 years,Male,M,2017,2017,10323,7729247,133.6
Census Region 3: South,CENS-R3,35-44 years,Male,M,2018,2018,10481,7823811,134
Census Region 3: South,CENS-R3,35-44 years,Male,M,2019,2019,11253,7903267,142.4
Census Region 3: South,CENS-R3,35-44 years,Male,M,2020,2020,14052,8013795,175.3
Census Region 3: South,CENS-R3,45-54 years,Female,F,1999,1999,2011,6603495,30.5
Census Region 3: South,CENS-R3,45-54 years,Female,F,2000,2000,2257,6805530,33.2
Census Region 3: South,CENS-R3,45-54 years,Female,F,2001,2001,2505,7132033,35.1
Census Region 3: South,CENS-R3,45-54 years,Female,F,2002,2002,2702,7261645,37.2
Census Region 3: South,CENS-R3,45-54 years,Female,F,2003,2003,3025,7424308,40.7
Census Region 3: South,CENS-R3,45-54 years,Female,F,2004,2004,3293,7591077,43.4
Census Region 3: South,CENS-R3,45-54 years,Female,F,2005,2005,3434,7778859,44.1
Census Region 3: South,CENS-R3,45-54 years,Female,F,2006,2006,3650,7951761,45.9
Census Region 3: South,CENS-R3,45-54 years,Female,F,2007,2007,3945,8109180,48.6
Census Region 3: South,CENS-R3,45-54 years,Female,F,2008,2008,4001,8242316,48.5
Census Region 3: South,CENS-R3,45-54 years,Female,F,2009,2009,4133,8352602,49.5
Census Region 3: South,CENS-R3,45-54 years,Female,F,2010,2010,4044,8406776,48.1
Census Region 3: South,CENS-R3,45-54 years,Female,F,2011,2011,4325,8385352,51.6
Census Region 3: South,CENS-R3,45-54 years,Female,F,2012,2012,4230,8328113,50.8
Census Region 3: South,CENS-R3,45-54 years,Female,F,2013,2013,4141,8273478,50.1
Census Region 3: South,CENS-R3,45-54 years,Female,F,2014,2014,4162,8249523,50.5
Census Region 3: South,CENS-R3,45-54 years,Female,F,2015,2015,4251,8246924,51.5
Census Region 3: South,CENS-R3,45-54 years,Female,F,2016,2016,4523,8235356,54.9
Census Region 3: South,CENS-R3,45-54 years,Female,F,2017,2017,4501,8214327,54.8
Census Region 3: South,CENS-R3,45-54 years,Female,F,2018,2018,4250,8137496,52.2
Census Region 3: South,CENS-R3,45-54 years,Female,F,2019,2019,4162,8039461,51.8
Census Region 3: South,CENS-R3,45-54 years,Female,F,2020,2020,4614,7990775,57.7
Census Region 3: South,CENS-R3,45-54 years,Male,M,1999,1999,5656,6289544,89.9
Census Region 3: South,CENS-R3,45-54 years,Male,M,2000,2000,6190,6490201,95.4
Census Region 3: South,CENS-R3,45-54 years,Male,M,2001,2001,6764,6801210,99.5
Census Region 3: South,CENS-R3,45-54 years,Male,M,2002,2002,6916,6919402,100
Census Region 3: South,CENS-R3,45-54 years,Male,M,2003,2003,7539,7073146,106.6
Census Region 3: South,CENS-R3,45-54 years,Male,M,2004,2004,8044,7234102,111.2
Census Region 3: South,CENS-R3,45-54 years,Male,M,2005,2005,8455,7421796,113.9
Census Region 3: South,CENS-R3,45-54 years,Male,M,2006,2006,8855,7595400,116.6
Census Region 3: South,CENS-R3,45-54 years,Male,M,2007,2007,9034,7753763,116.5
Census Region 3: South,CENS-R3,45-54 years,Male,M,2008,2008,9242,7887336,117.2
Census Region 3: South,CENS-R3,45-54 years,Male,M,2009,2009,9267,7999549,115.8
Census Region 3: South,CENS-R3,45-54 years,Male,M,2010,2010,9164,8058611,113.7
Census Region 3: South,CENS-R3,45-54 years,Male,M,2011,2011,9300,8052476,115.5
Census Region 3: South,CENS-R3,45-54 years,Male,M,2012,2012,9050,8003490,113.1
Census Region 3: South,CENS-R3,45-54 years,Male,M,2013,2013,8804,7951268,110.7
Census Region 3: South,CENS-R3,45-54 years,Male,M,2014,2014,8931,7930156,112.6
Census Region 3: South,CENS-R3,45-54 years,Male,M,2015,2015,9372,7923440,118.3
Census Region 3: South,CENS-R3,45-54 years,Male,M,2016,2016,10032,7922550,126.6
Census Region 3: South,CENS-R3,45-54 years,Male,M,2017,2017,10310,7901649,130.5
Census Region 3: South,CENS-R3,45-54 years,Male,M,2018,2018,9948,7822420,127.2
Census Region 3: South,CENS-R3,45-54 years,Male,M,2019,2019,10060,7723580,130.3
Census Region 3: South,CENS-R3,45-54 years,Male,M,2020,2020,11745,7670890,153.1
Census Region 3: South,CENS-R3,55-64 years,Female,F,1999,1999,1359,4515519,30.1
Census Region 3: South,CENS-R3,55-64 years,Female,F,2000,2000,1479,4618895,32
Census Region 3: South,CENS-R3,55-64 years,Female,F,2001,2001,1596,4781623,33.4
Census Region 3: South,CENS-R3,55-64 years,Female,F,2002,2002,1542,5085873,30.3
Census Region 3: South,CENS-R3,55-64 years,Female,F,2003,2003,1820,5340847,34.1
Census Region 3: South,CENS-R3,55-64 years,Female,F,2004,2004,1903,5601034,34
Census Region 3: South,CENS-R3,55-64 years,Female,F,2005,2005,2046,5868260,34.9
Census Region 3: South,CENS-R3,55-64 years,Female,F,2006,2006,2262,6121122,37
Census Region 3: South,CENS-R3,55-64 years,Female,F,2007,2007,2368,6358120,37.2
Census Region 3: South,CENS-R3,55-64 years,Female,F,2008,2008,2345,6561734,35.7
Census Region 3: South,CENS-R3,55-64 years,Female,F,2009,2009,2543,6794481,37.4
Census Region 3: South,CENS-R3,55-64 years,Female,F,2010,2010,2701,6996201,38.6
Census Region 3: South,CENS-R3,55-64 years,Female,F,2011,2011,2817,7303621,38.6
Census Region 3: South,CENS-R3,55-64 years,Female,F,2012,2012,3086,7404564,41.7
Census Region 3: South,CENS-R3,55-64 years,Female,F,2013,2013,3208,7537361,42.6
Census Region 3: South,CENS-R3,55-64 years,Female,F,2014,2014,3466,7693808,45
Census Region 3: South,CENS-R3,55-64 years,Female,F,2015,2015,3632,7867062,46.2
Census Region 3: South,CENS-R3,55-64 years,Female,F,2016,2016,3915,8012217,48.9
Census Region 3: South,CENS-R3,55-64 years,Female,F,2017,2017,4167,8146049,51.2
Census Region 3: South,CENS-R3,55-64 years,Female,F,2018,2018,4102,8244202,49.8
Census Region 3: South,CENS-R3,55-64 years,Female,F,2019,2019,4137,8319354,49.7
Census Region 3: South,CENS-R3,55-64 years,Female,F,2020,2020,4664,8363721,55.8
Census Region 3: South,CENS-R3,55-64 years,Male,M,1999,1999,3364,4119876,81.7
Census Region 3: South,CENS-R3,55-64 years,Male,M,2000,2000,3491,4223853,82.6
Census Region 3: South,CENS-R3,55-64 years,Male,M,2001,2001,3664,4386187,83.5
Census Region 3: South,CENS-R3,55-64 years,Male,M,2002,2002,3983,4679917,85.1
Census Region 3: South,CENS-R3,55-64 years,Male,M,2003,2003,4269,4922565,86.7
Census Region 3: South,CENS-R3,55-64 years,Male,M,2004,2004,4457,5163877,86.3
Census Region 3: South,CENS-R3,55-64 years,Male,M,2005,2005,4994,5407725,92.3
Census Region 3: South,CENS-R3,55-64 years,Male,M,2006,2006,5029,5635529,89.2
Census Region 3: South,CENS-R3,55-64 years,Male,M,2007,2007,5517,5846549,94.4
Census Region 3: South,CENS-R3,55-64 years,Male,M,2008,2008,5872,6022994,97.5
Census Region 3: South,CENS-R3,55-64 years,Male,M,2009,2009,6061,6226712,97.3
Census Region 3: South,CENS-R3,55-64 years,Male,M,2010,2010,6383,6408835,99.6
Census Region 3: South,CENS-R3,55-64 years,Male,M,2011,2011,6776,6681766,101.4
Census Region 3: South,CENS-R3,55-64 years,Male,M,2012,2012,7111,6761062,105.2
Census Region 3: South,CENS-R3,55-64 years,Male,M,2013,2013,7427,6881910,107.9
Census Region 3: South,CENS-R3,55-64 years,Male,M,2014,2014,7791,7020291,111
Census Region 3: South,CENS-R3,55-64 years,Male,M,2015,2015,8234,7183212,114.6
Census Region 3: South,CENS-R3,55-64 years,Male,M,2016,2016,9152,7320282,125
Census Region 3: South,CENS-R3,55-64 years,Male,M,2017,2017,9801,7444425,131.7
Census Region 3: South,CENS-R3,55-64 years,Male,M,2018,2018,10061,7544338,133.4
Census Region 3: South,CENS-R3,55-64 years,Male,M,2019,2019,10400,7629235,136.3
Census Region 3: South,CENS-R3,55-64 years,Male,M,2020,2020,11518,7680463,150
Census Region 3: South,CENS-R3,65-74 years,Female,F,1999,1999,1724,3694691,46.7
Census Region 3: South,CENS-R3,65-74 years,Female,F,2000,2000,1620,3687911,43.9
Census Region 3: South,CENS-R3,65-74 years,Female,F,2001,2001,1640,3696519,44.4
Census Region 3: South,CENS-R3,65-74 years,Female,F,2002,2002,1609,3705023,43.4
Census Region 3: South,CENS-R3,65-74 years,Female,F,2003,2003,1709,3736358,45.7
Census Region 3: South,CENS-R3,65-74 years,Female,F,2004,2004,1653,3779876,43.7
Census Region 3: South,CENS-R3,65-74 years,Female,F,2005,2005,1744,3843634,45.4
Census Region 3: South,CENS-R3,65-74 years,Female,F,2006,2006,1769,3931568,45
Census Region 3: South,CENS-R3,65-74 years,Female,F,2007,2007,1709,4037122,42.3
Census Region 3: South,CENS-R3,65-74 years,Female,F,2008,2008,1759,4198996,41.9
Census Region 3: South,CENS-R3,65-74 years,Female,F,2009,2009,1910,4349598,43.9
Census Region 3: South,CENS-R3,65-74 years,Female,F,2010,2010,1857,4448209,41.7
Census Region 3: South,CENS-R3,65-74 years,Female,F,2011,2011,2022,4604359,43.9
Census Region 3: South,CENS-R3,65-74 years,Female,F,2012,2012,2150,4909121,43.8
Census Region 3: South,CENS-R3,65-74 years,Female,F,2013,2013,2144,5153847,41.6
Census Region 3: South,CENS-R3,65-74 years,Female,F,2014,2014,2373,5405132,43.9
Census Region 3: South,CENS-R3,65-74 years,Female,F,2015,2015,2479,5642671,43.9
Census Region 3: South,CENS-R3,65-74 years,Female,F,2016,2016,2751,5875510,46.8
Census Region 3: South,CENS-R3,65-74 years,Female,F,2017,2017,2874,6087634,47.2
Census Region 3: South,CENS-R3,65-74 years,Female,F,2018,2018,3163,6265118,50.5
Census Region 3: South,CENS-R3,65-74 years,Female,F,2019,2019,3258,6471977,50.3
Census Region 3: South,CENS-R3,65-74 years,Female,F,2020,2020,3324,6706174,49.6
Census Region 3: South,CENS-R3,65-74 years,Male,M,1999,1999,3202,3010263,106.4
Census Region 3: South,CENS-R3,65-74 years,Male,M,2000,2000,2985,3023942,98.7
Census Region 3: South,CENS-R3,65-74 years,Male,M,2001,2001,3167,3060399,103.5
Census Region 3: South,CENS-R3,65-74 years,Male,M,2002,2002,3236,3089576,104.7
Census Region 3: South,CENS-R3,65-74 years,Male,M,2003,2003,3215,3137856,102.5
Census Region 3: South,CENS-R3,65-74 years,Male,M,2004,2004,3181,3195882,99.5
Census Region 3: South,CENS-R3,65-74 years,Male,M,2005,2005,3440,3269554,105.2
Census Region 3: South,CENS-R3,65-74 years,Male,M,2006,2006,3325,3358375,99
Census Region 3: South,CENS-R3,65-74 years,Male,M,2007,2007,3495,3463359,100.9
Census Region 3: South,CENS-R3,65-74 years,Male,M,2008,2008,3648,3621126,100.7
Census Region 3: South,CENS-R3,65-74 years,Male,M,2009,2009,3741,3763758,99.4
Census Region 3: South,CENS-R3,65-74 years,Male,M,2010,2010,3837,3858550,99.4
Census Region 3: South,CENS-R3,65-74 years,Male,M,2011,2011,4135,4005412,103.2
Census Region 3: South,CENS-R3,65-74 years,Male,M,2012,2012,4361,4283123,101.8
Census Region 3: South,CENS-R3,65-74 years,Male,M,2013,2013,4583,4503512,101.8
Census Region 3: South,CENS-R3,65-74 years,Male,M,2014,2014,4797,4714557,101.7
Census Region 3: South,CENS-R3,65-74 years,Male,M,2015,2015,5269,4914602,107.2
Census Region 3: South,CENS-R3,65-74 years,Male,M,2016,2016,5634,5102335,110.4
Census Region 3: South,CENS-R3,65-74 years,Male,M,2017,2017,6011,5264944,114.2
Census Region 3: South,CENS-R3,65-74 years,Male,M,2018,2018,6370,5397362,118
Census Region 3: South,CENS-R3,65-74 years,Male,M,2019,2019,6754,5558889,121.5
Census Region 3: South,CENS-R3,65-74 years,Male,M,2020,2020,7214,5740854,125.7
Census Region 3: South,CENS-R3,75-84 years,Female,F,1999,1999,2619,2581061,101.5
Census Region 3: South,CENS-R3,75-84 years,Female,F,2000,2000,2548,2603338,97.9
Census Region 3: South,CENS-R3,75-84 years,Female,F,2001,2001,2664,2645708,100.7
Census Region 3: South,CENS-R3,75-84 years,Female,F,2002,2002,2662,2678298,99.4
Census Region 3: South,CENS-R3,75-84 years,Female,F,2003,2003,2768,2705615,102.3
Census Region 3: South,CENS-R3,75-84 years,Female,F,2004,2004,2894,2726915,106.1
Census Region 3: South,CENS-R3,75-84 years,Female,F,2005,2005,2966,2744972,108.1
Census Region 3: South,CENS-R3,75-84 years,Female,F,2006,2006,2866,2751973,104.1
Census Region 3: South,CENS-R3,75-84 years,Female,F,2007,2007,2789,2751776,101.4
Census Region 3: South,CENS-R3,75-84 years,Female,F,2008,2008,2935,2760735,106.3
Census Region 3: South,CENS-R3,75-84 years,Female,F,2009,2009,2797,2753673,101.6
Census Region 3: South,CENS-R3,75-84 years,Female,F,2010,2010,2914,2766331,105.3
Census Region 3: South,CENS-R3,75-84 years,Female,F,2011,2011,2830,2799253,101.1
Census Region 3: South,CENS-R3,75-84 years,Female,F,2012,2012,3000,2824385,106.2
Census Region 3: South,CENS-R3,75-84 years,Female,F,2013,2013,2905,2868402,101.3
Census Region 3: South,CENS-R3,75-84 years,Female,F,2014,2014,2856,2927332,97.6
Census Region 3: South,CENS-R3,75-84 years,Female,F,2015,2015,3202,2991851,107
Census Region 3: South,CENS-R3,75-84 years,Female,F,2016,2016,3136,3074033,102
Census Region 3: South,CENS-R3,75-84 years,Female,F,2017,2017,3292,3174561,103.7
Census Region 3: South,CENS-R3,75-84 years,Female,F,2018,2018,3422,3326628,102.9
Census Region 3: South,CENS-R3,75-84 years,Female,F,2019,2019,3705,3460609,107.1
Census Region 3: South,CENS-R3,75-84 years,Female,F,2020,2020,3789,3578424,105.9
Census Region 3: South,CENS-R3,75-84 years,Male,M,1999,1999,3306,1667826,198.2
Census Region 3: South,CENS-R3,75-84 years,Male,M,2000,2000,3188,1692530,188.4
Census Region 3: South,CENS-R3,75-84 years,Male,M,2001,2001,3512,1738942,202
Census Region 3: South,CENS-R3,75-84 years,Male,M,2002,2002,3555,1776932,200.1
Census Region 3: South,CENS-R3,75-84 years,Male,M,2003,2003,3527,1812073,194.6
Census Region 3: South,CENS-R3,75-84 years,Male,M,2004,2004,3748,1843905,203.3
Census Region 3: South,CENS-R3,75-84 years,Male,M,2005,2005,3862,1879188,205.5
Census Region 3: South,CENS-R3,75-84 years,Male,M,2006,2006,3722,1906204,195.3
Census Region 3: South,CENS-R3,75-84 years,Male,M,2007,2007,3719,1928768,192.8
Census Region 3: South,CENS-R3,75-84 years,Male,M,2008,2008,3718,1954349,190.2
Census Region 3: South,CENS-R3,75-84 years,Male,M,2009,2009,3747,1972725,189.9
Census Region 3: South,CENS-R3,75-84 years,Male,M,2010,2010,3831,1998913,191.7
Census Region 3: South,CENS-R3,75-84 years,Male,M,2011,2011,3889,2052821,189.4
Census Region 3: South,CENS-R3,75-84 years,Male,M,2012,2012,3999,2095561,190.8
Census Region 3: South,CENS-R3,75-84 years,Male,M,2013,2013,4047,2154388,187.8
Census Region 3: South,CENS-R3,75-84 years,Male,M,2014,2014,4243,2219638,191.2
Census Region 3: South,CENS-R3,75-84 years,Male,M,2015,2015,4425,2285208,193.6
Census Region 3: South,CENS-R3,75-84 years,Male,M,2016,2016,4623,2359203,196
Census Region 3: South,CENS-R3,75-84 years,Male,M,2017,2017,5006,2456509,203.8
Census Region 3: South,CENS-R3,75-84 years,Male,M,2018,2018,5129,2593572,197.8
Census Region 3: South,CENS-R3,75-84 years,Male,M,2019,2019,5466,2705341,202
Census Region 3: South,CENS-R3,75-84 years,Male,M,2020,2020,5638,2803463,201.1
Census Region 3: South,CENS-R3,85+ years,Female,F,1999,1999,2671,1001008,266.8
Census Region 3: South,CENS-R3,85+ years,Female,F,2000,2000,2736,1018007,268.8
Census Region 3: South,CENS-R3,85+ years,Female,F,2001,2001,2804,1021995,274.4
Census Region 3: South,CENS-R3,85+ years,Female,F,2002,2002,2858,1024141,279.1
Census Region 3: South,CENS-R3,85+ years,Female,F,2003,2003,2990,1033563,289.3
Census Region 3: South,CENS-R3,85+ years,Female,F,2004,2004,2952,1044570,282.6
Census Region 3: South,CENS-R3,85+ years,Female,F,2005,2005,3245,1072622,302.5
Census Region 3: South,CENS-R3,85+ years,Female,F,2006,2006,3143,1105352,284.3
Census Region 3: South,CENS-R3,85+ years,Female,F,2007,2007,3369,1138073,296
Census Region 3: South,CENS-R3,85+ years,Female,F,2008,2008,3575,1168451,306
Census Region 3: South,CENS-R3,85+ years,Female,F,2009,2009,3709,1203875,308.1
Census Region 3: South,CENS-R3,85+ years,Female,F,2010,2010,3865,1229799,314.3
Census Region 3: South,CENS-R3,85+ years,Female,F,2011,2011,4079,1284846,317.5
Census Region 3: South,CENS-R3,85+ years,Female,F,2012,2012,4274,1318495,324.2
Census Region 3: South,CENS-R3,85+ years,Female,F,2013,2013,4176,1353993,308.4
Census Region 3: South,CENS-R3,85+ years,Female,F,2014,2014,4488,1379465,325.3
Census Region 3: South,CENS-R3,85+ years,Female,F,2015,2015,4649,1409757,329.8
Census Region 3: South,CENS-R3,85+ years,Female,F,2016,2016,4808,1433981,335.3
Census Region 3: South,CENS-R3,85+ years,Female,F,2017,2017,4936,1445341,341.5
Census Region 3: South,CENS-R3,85+ years,Female,F,2018,2018,5012,1466719,341.7
Census Region 3: South,CENS-R3,85+ years,Female,F,2019,2019,5137,1481449,346.8
Census Region 3: South,CENS-R3,85+ years,Female,F,2020,2020,5267,1501557,350.8
Census Region 3: South,CENS-R3,85+ years,Male,M,1999,1999,1901,401734,473.2
Census Region 3: South,CENS-R3,85+ years,Male,M,2000,2000,1906,412539,462
Census Region 3: South,CENS-R3,85+ years,Male,M,2001,2001,1972,419617,470
Census Region 3: South,CENS-R3,85+ years,Male,M,2002,2002,1998,426634,468.3
Census Region 3: South,CENS-R3,85+ years,Male,M,2003,2003,2145,439124,488.5
Census Region 3: South,CENS-R3,85+ years,Male,M,2004,2004,2086,452395,461.1
Census Region 3: South,CENS-R3,85+ years,Male,M,2005,2005,2288,474150,482.5
Census Region 3: South,CENS-R3,85+ years,Male,M,2006,2006,2272,498087,456.1
Census Region 3: South,CENS-R3,85+ years,Male,M,2007,2007,2488,522889,475.8
Census Region 3: South,CENS-R3,85+ years,Male,M,2008,2008,2571,546977,470
Census Region 3: South,CENS-R3,85+ years,Male,M,2009,2009,2744,572741,479.1
Census Region 3: South,CENS-R3,85+ years,Male,M,2010,2010,2932,592183,495.1
Census Region 3: South,CENS-R3,85+ years,Male,M,2011,2011,2940,630908,466
Census Region 3: South,CENS-R3,85+ years,Male,M,2012,2012,3150,659845,477.4
Census Region 3: South,CENS-R3,85+ years,Male,M,2013,2013,3339,692894,481.9
Census Region 3: South,CENS-R3,85+ years,Male,M,2014,2014,3459,721830,479.2
Census Region 3: South,CENS-R3,85+ years,Male,M,2015,2015,3763,751534,500.7
Census Region 3: South,CENS-R3,85+ years,Male,M,2016,2016,3770,776142,485.7
Census Region 3: South,CENS-R3,85+ years,Male,M,2017,2017,3976,799341,497.4
Census Region 3: South,CENS-R3,85+ years,Male,M,2018,2018,3910,824890,474
Census Region 3: South,CENS-R3,85+ years,Male,M,2019,2019,4361,850457,512.8
Census Region 3: South,CENS-R3,85+ years,Male,M,2020,2020,4450,875073,508.5
Census Region 3: South,CENS-R3,Not Stated,Female,F,1999,1999,15,Not Applicable,Not Applicable
Census Region 3: South,CENS-R3,Not Stated,Female,F,2001,2001,10,Not Applicable,Not Applicable
Census Region 3: South,CENS-R3,Not Stated,Male,M,1999,1999,59,Not Applicable,Not Applicable
Census Region 3: South,CENS-R3,Not Stated,Male,M,2000,2000,46,Not Applicable,Not Applicable
Census Region 3: South,CENS-R3,Not Stated,Male,M,2001,2001,65,Not Applicable,Not Applicable
Census Region 3: South,CENS-R3,Not Stated,Male,M,2002,2002,54,Not Applicable,Not Applicable
Census Region 3: South,CENS-R3,Not Stated,Male,M,2003,2003,56,Not Applicable,Not Applicable
Census Region 3: South,CENS-R3,Not Stated,Male,M,2004,2004,47,Not Applicable,Not Applicable
Census Region 3: South,CENS-R3,Not Stated,Male,M,2005,2005,34,Not Applicable,Not Applicable
Census Region 3: South,CENS-R3,Not Stated,Male,M,2006,2006,15,Not Applicable,Not Applicable
Census Region 3: South,CENS-R3,Not Stated,Male,M,2007,2007,18,Not Applicable,Not Applicable
Census Region 3: South,CENS-R3,Not Stated,Male,M,2008,2008,14,Not Applicable,Not Applicable
Census Region 3: South,CENS-R3,Not Stated,Male,M,2009,2009,18,Not Applicable,Not Applicable
Census Region 3: South,CENS-R3,Not Stated,Male,M,2010,2010,12,Not Applicable,Not Applicable
Census Region 3: South,CENS-R3,Not Stated,Male,M,2011,2011,11,Not Applicable,Not Applicable
Census Region 3: South,CENS-R3,Not Stated,Male,M,2013,2013,12,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,< 1 year,Female,F,1999,1999,107,440854,24.3
Census Region 4: West,CENS-R4,< 1 year,Female,F,2000,2000,103,440530,23.4
Census Region 4: West,CENS-R4,< 1 year,Female,F,2001,2001,103,474494,21.7
Census Region 4: West,CENS-R4,< 1 year,Female,F,2002,2002,114,470208,24.2
Census Region 4: West,CENS-R4,< 1 year,Female,F,2003,2003,113,476064,23.7
Census Region 4: West,CENS-R4,< 1 year,Female,F,2004,2004,127,480274,26.4
Census Region 4: West,CENS-R4,< 1 year,Female,F,2005,2005,138,484724,28.5
Census Region 4: West,CENS-R4,< 1 year,Female,F,2006,2006,121,488574,24.8
Census Region 4: West,CENS-R4,< 1 year,Female,F,2007,2007,143,500325,28.6
Census Region 4: West,CENS-R4,< 1 year,Female,F,2008,2008,109,500132,21.8
Census Region 4: West,CENS-R4,< 1 year,Female,F,2009,2009,128,479934,26.7
Census Region 4: West,CENS-R4,< 1 year,Female,F,2010,2010,115,474965,24.2
Census Region 4: West,CENS-R4,< 1 year,Female,F,2011,2011,126,479895,26.3
Census Region 4: West,CENS-R4,< 1 year,Female,F,2012,2012,113,479365,23.6
Census Region 4: West,CENS-R4,< 1 year,Female,F,2013,2013,92,473859,19.4
Census Region 4: West,CENS-R4,< 1 year,Female,F,2014,2014,109,476471,22.9
Census Region 4: West,CENS-R4,< 1 year,Female,F,2015,2015,128,477187,26.8
Census Region 4: West,CENS-R4,< 1 year,Female,F,2016,2016,102,477749,21.4
Census Region 4: West,CENS-R4,< 1 year,Female,F,2017,2017,125,470496,26.6
Census Region 4: West,CENS-R4,< 1 year,Female,F,2018,2018,111,459829,24.1
Census Region 4: West,CENS-R4,< 1 year,Female,F,2019,2019,136,446751,30.4
Census Region 4: West,CENS-R4,< 1 year,Female,F,2020,2020,103,435585,23.6
Census Region 4: West,CENS-R4,< 1 year,Male,M,1999,1999,142,464264,30.6
Census Region 4: West,CENS-R4,< 1 year,Male,M,2000,2000,151,464159,32.5
Census Region 4: West,CENS-R4,< 1 year,Male,M,2001,2001,141,496790,28.4
Census Region 4: West,CENS-R4,< 1 year,Male,M,2002,2002,148,490589,30.2
Census Region 4: West,CENS-R4,< 1 year,Male,M,2003,2003,145,498840,29.1
Census Region 4: West,CENS-R4,< 1 year,Male,M,2004,2004,172,501136,34.3
Census Region 4: West,CENS-R4,< 1 year,Male,M,2005,2005,170,505984,33.6
Census Region 4: West,CENS-R4,< 1 year,Male,M,2006,2006,173,512825,33.7
Census Region 4: West,CENS-R4,< 1 year,Male,M,2007,2007,186,525173,35.4
Census Region 4: West,CENS-R4,< 1 year,Male,M,2008,2008,178,523255,34
Census Region 4: West,CENS-R4,< 1 year,Male,M,2009,2009,168,502024,33.5
Census Region 4: West,CENS-R4,< 1 year,Male,M,2010,2010,140,495806,28.2
Census Region 4: West,CENS-R4,< 1 year,Male,M,2011,2011,152,502066,30.3
Census Region 4: West,CENS-R4,< 1 year,Male,M,2012,2012,146,501598,29.1
Census Region 4: West,CENS-R4,< 1 year,Male,M,2013,2013,150,495952,30.2
Census Region 4: West,CENS-R4,< 1 year,Male,M,2014,2014,123,497973,24.7
Census Region 4: West,CENS-R4,< 1 year,Male,M,2015,2015,161,499920,32.2
Census Region 4: West,CENS-R4,< 1 year,Male,M,2016,2016,139,500158,27.8
Census Region 4: West,CENS-R4,< 1 year,Male,M,2017,2017,159,493031,32.2
Census Region 4: West,CENS-R4,< 1 year,Male,M,2018,2018,143,481858,29.7
Census Region 4: West,CENS-R4,< 1 year,Male,M,2019,2019,170,468131,36.3
Census Region 4: West,CENS-R4,< 1 year,Male,M,2020,2020,126,455159,27.7
Census Region 4: West,CENS-R4,1-4 years,Female,F,1999,1999,205,1796212,11.4
Census Region 4: West,CENS-R4,1-4 years,Female,F,2000,2000,214,1794419,11.9
Census Region 4: West,CENS-R4,1-4 years,Female,F,2001,2001,182,1781214,10.2
Census Region 4: West,CENS-R4,1-4 years,Female,F,2002,2002,202,1804768,11.2
Census Region 4: West,CENS-R4,1-4 years,Female,F,2003,2003,188,1829357,10.3
Census Region 4: West,CENS-R4,1-4 years,Female,F,2004,2004,202,1858215,10.9
Census Region 4: West,CENS-R4,1-4 years,Female,F,2005,2005,199,1885351,10.6
Census Region 4: West,CENS-R4,1-4 years,Female,F,2006,2006,222,1896904,11.7
Census Region 4: West,CENS-R4,1-4 years,Female,F,2007,2007,185,1914286,9.7
Census Region 4: West,CENS-R4,1-4 years,Female,F,2008,2008,181,1940469,9.3
Census Region 4: West,CENS-R4,1-4 years,Female,F,2009,2009,158,1955813,8.1
Census Region 4: West,CENS-R4,1-4 years,Female,F,2010,2010,157,1952054,8
Census Region 4: West,CENS-R4,1-4 years,Female,F,2011,2011,165,1947437,8.5
Census Region 4: West,CENS-R4,1-4 years,Female,F,2012,2012,164,1934914,8.5
Census Region 4: West,CENS-R4,1-4 years,Female,F,2013,2013,143,1912425,7.5
Census Region 4: West,CENS-R4,1-4 years,Female,F,2014,2014,136,1911367,7.1
Census Region 4: West,CENS-R4,1-4 years,Female,F,2015,2015,150,1903560,7.9
Census Region 4: West,CENS-R4,1-4 years,Female,F,2016,2016,143,1907344,7.5
Census Region 4: West,CENS-R4,1-4 years,Female,F,2017,2017,132,1906701,6.9
Census Region 4: West,CENS-R4,1-4 years,Female,F,2018,2018,118,1897629,6.2
Census Region 4: West,CENS-R4,1-4 years,Female,F,2019,2019,118,1863884,6.3
Census Region 4: West,CENS-R4,1-4 years,Female,F,2020,2020,90,1821212,4.9
Census Region 4: West,CENS-R4,1-4 years,Male,M,1999,1999,319,1882115,16.9
Census Region 4: West,CENS-R4,1-4 years,Male,M,2000,2000,278,1880104,14.8
